Timestamp,AtmosphericPressure_hPa,AirTemperature_C,Humidity_%,WindSpeed_kmh,Precipitation_mm,SeaSurfaceTemperature_C,OceanHeatContent_J,WaveHeight_m,LightningFrequency_Hz,Longitude,Latitude,CycloneCategory
2024-12-04 00:00:00,940.2428427411834,29.24493826026054,86.54106177867683,59.76835098135657,17.60988236810217,28.58094909431521,217948681.96861356,2.820089120798412,1.799918055283748,-82.16696893802546,18.71072758007456,Hurricane Category 1
2024-12-04 01:00:00,916.777993459751,34.626519149981505,70.37912747069629,174.98306178907504,126.16206446395888,30.318411384856525,407441620.86813545,4.954693422966034,5.395714123476328,-86.72806638915301,11.779145864709918,Tropical Depression
2024-12-04 02:00:00,962.3235337550071,31.660515424103323,98.62730113549503,189.41302517955796,69.14850812638942,28.32324473094926,266324717.11402225,2.525896033343756,7.380084511621176,-81.22964347187775,26.73638571422683,Hurricane Category 2
2024-12-04 03:00:00,905.3418644671548,29.79164701222152,78.41562208676979,140.45344503429592,39.55897621196558,29.446463639308913,308375919.13627243,0.86084905046789,3.45639290256631,-77.27273420035895,20.238275703460747,Hurricane Category 2
2024-12-04 04:00:00,946.0775722641553,29.400320671443527,60.739081403894616,193.9901512614268,74.039181817605,29.74941934953227,384942752.3117685,2.4057966405158497,6.697362268270043,-98.40139606464328,13.77453460329949,Hurricane Category 3
2024-12-04 05:00:00,976.8100479522236,28.36475923094929,99.94827470569534,148.9289258016148,123.55709329042625,28.188214533762878,489525392.60809183,4.830897135141489,2.5830156522377057,-78.61290250872713,19.09197122758102,Hurricane Category 4
2024-12-04 06:00:00,974.3842431108932,32.91838727941021,74.6623805587155,104.95550773516402,91.68464820418596,29.340584784698166,417951422.70260173,4.577405640523283,2.1671050657549107,-80.43165238939586,23.020658601490837,Hurricane Category 1
2024-12-04 07:00:00,944.3040192358515,26.42191924072925,76.84030083760656,67.05802087484851,91.66111198551216,27.981541772838263,194749441.27697486,3.3486617060640906,3.1807310413260224,-70.906529352137,16.710387710475725,Hurricane Category 4
2024-12-04 08:00:00,969.6004656915832,29.082925828450445,69.78604381092796,157.86028770796383,100.82835668538172,29.98619691006659,186752594.53781587,0.9171049568165109,8.884302355735713,-87.34455326126204,10.950659855502513,Tropical Storm
2024-12-04 09:00:00,988.483489812075,28.89787897840864,94.112005803036,136.5148065511769,16.024343477274595,27.884217957983644,252799557.10727987,1.0877414010722293,1.021569736579695,-82.18004439378618,23.502610861169096,Hurricane Category 3
2024-12-04 10:00:00,901.768626316155,34.345866793687314,73.06159993955418,90.67274485636722,27.57309179758698,30.240741801497087,181104488.06082588,4.921703217167841,3.618780914447788,-95.30234562797726,14.913228928940995,Hurricane Category 3
2024-12-04 11:00:00,977.9758579638814,30.27554885329325,60.349717114703196,179.07584823532926,10.851211442701313,27.747419289372676,193704883.5992774,2.3007431276437575,7.408124178946274,-69.510652848738,17.43077833192956,Tropical Storm
2024-12-04 12:00:00,937.5966717351798,33.68670194999815,60.502867820580974,88.03133865102534,168.25814409622734,26.967908639137217,154500303.92723826,1.3097785171202334,1.9275004235990068,-86.94395131100805,14.950417987008569,Hurricane Category 4
